web,image,price,deal,title,shop,location
//detail.tmall.com/item.htm?id=622685817280&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2206393232181/O1CN01oHVW1c1RywQdBGdsR_!!0-item_pic.jpg,¥200.00,647人付款,师傅之作 特级茶叶信阳毛尖绿茶正宗罐装2020年新茶明雨前浓香型,师傅之作旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=40875463426&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/1755475963/O1CN01n7Eb9J1tv6JQrrUqa_!!0-item_pic.jpg,¥95.00,7500+人付款,2020新茶金骏眉茶叶红茶正宗金俊眉浓香型蜜香黄芽共500g罐装礼盒,真尚一饮茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622279420290&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2980606138/O1CN01XNRE3O1vDFf4XJbTW_!!2-item_pic.png,¥298.00,914人付款,溪观2020新茶正宗明前浓香龙井茶叶500g西湖区绿茶高山龙井礼盒装,溪观旗舰店,福建 泉州
//item.taobao.com/item.htm?id=622609237294&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/660963427/O1CN01Du7ak51bBbvaEfp6P_!!660963427.jpg,¥1880.00,79人付款,高质量白毫银针 福鼎白茶饼白茶 福鼎老白茶叶 镇店之宝 嘴刁,圆阁茶苑,福建 泉州
//detail.tmall.com/item.htm?id=567011144470&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3483491202/O1CN01wjs4vm1KkYgCtusnN_!!0-item_pic.jpg,¥188.00,3806人付款,丽皇香小青柑橘普茶新会陈皮普洱熟茶桔普生晒茶叶礼盒木桶装500g,丽皇香旗舰店,福建 泉州
//item.taobao.com/item.htm?id=588651845332&ns=1&abbucket=12#detail,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/660963427/O1CN01WYvo4L1bBbvdNa1wM_!!660963427.jpg,¥698.00,156人付款,7片整提购2499g 高质量老班章茶叶普洱茶生茶饼茶 云南七子饼茶,圆阁茶苑,福建 泉州
//detail.tmall.com/item.htm?id=592008226434&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2362536288/O1CN01fkvCzv1wJx3aWEu0e_!!0-item_pic.jpg,¥198.00,2144人付款,安溪铁观音茶叶特级清香型兰花香乌龙茶2020新茶散装礼盒装共600g,华源旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622149261271&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2946292628/O1CN01WZEMjy1VHfTH0Crey_!!0-item_pic.jpg,¥239.00,1054人付款,茗之臻安溪铁观音乌龙茶特级兰花香浓香型2020新茶500g茶叶礼盒装,茗之臻旗舰店,福建 泉州
//item.taobao.com/item.htm?id=574880034462&ns=1&abbucket=12#detail,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/918795360/TB2IdM6IxSYBuNjSsphXXbGvVXa_!!918795360.jpg,¥703.00,91人付款,台湾茶叶协会比赛茶 金赏梨山茶 冻顶乌龙茶 原装礼盒 台湾高山茶,台湾唐明皇茶业有限公司,台湾 南投
//detail.tmall.com/item.htm?id=594310133491&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2201200464066/O1CN01ULl8sW1fuH0x2Htfy_!!0-item_pic.jpg,¥139.00,4150人付款,整提装买2送礼盒 普洱茶熟茶饼 云南七子饼茶叶 特级正品谱耳黑茶,觅思博洱旗舰店,云南 普洱
//detail.tmall.com/item.htm?id=593669798979&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2201200464066/O1CN01f9EJds1fuH0pqk2pR_!!2201200464066-0-pixelsss.jpg,¥99.00,4734人付款,陈年特级普洱茶熟茶 散茶云南谱耳潽洱荼散装非冰岛金芽 茶叶黑茶,觅思博洱旗舰店,云南 普洱
//detail.tmall.com/item.htm?id=598186792837&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2204175841439/O1CN01aWVKoT1MV6X6u9k5V_!!0-item_pic.jpg,¥318.00,223人付款,柏闽 特级铁观音茶叶浓香型 高山正味兰花香 安溪新茶乌龙茶500克,柏闽茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=610017697193&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3483491202/O1CNA1z82Hfq100e5b4c46b80bb3656b000d_!!1-0-picassodesign.jpg,¥168.00,3572人付款,丽皇香普洱茶熟茶叶碎银子特级茶化石散茶糯米香普洱木桶礼盒装,丽皇香旗舰店,福建 泉州
//item.taobao.com/item.htm?id=520188198063&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/206387565/O1CN01az2hJe25koqQpAhRn_!!206387565.jpg,¥48.00,1.5万+人付款,2020新茶铁观音浓香型 特级安溪铁观音春茶散装500g袋装乌龙茶叶,or7028,福建 泉州
//detail.tmall.com/item.htm?id=612234961779&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206795035895/O1CN01IR5JmQ1tPxQ8iSjsd_!!0-item_pic.jpg,¥168.00,2429人付款,小茶库凤凰单枞春茶鸭屎香特级潮州凤凰单丛高山乌龙茶叶礼盒装,小茶库茶叶专营店,广东 潮州
//detail.tmall.com/item.htm?id=623709478135&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2946292628/O1CN01P1C16v1VHfTMhRFOB_!!0-item_pic.jpg,¥89.00,770人付款,正宗桐木关黄芽金骏眉红茶特级武夷山茶叶蜜香型散装礼盒罐装600g,茗之臻旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=553760233019&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2455554592/O1CN01BaAJXr1jnBLKuFAqj_!!0-item_pic.jpg,¥99.00,2552人付款,2020新茶金骏眉茶叶红茶特级正宗浓香型礼盒装金俊眉520g散装罐装,凤里香旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=607353400285&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2206709517903/O1CN01M7Z5Sn28Fcif2Km66_!!0-item_pic.jpg,¥259.00,6500+人付款,云南古树茶普洱碎银子茶化石熟普洱茶熟茶糯米香特级茶叶糯香黑茶,问顶旗舰店,云南 西双版纳
//detail.tmall.com/item.htm?id=606230060248&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1667161297/O1CN01on7Js11LS4JDEKujz_!!1667161297-0-pixelsss.jpg,¥48.00,1.5万+人付款,买1送1共500g糯米香普洱茶小沱茶饼云南熟茶小坨小粒装糯香黑茶叶,庆芸茶业旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622240310692&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2207972523492/O1CN01J5JIEw1bfNffiinWP_!!0-item_pic.jpg,¥258.00,490人付款,2020新春茶王氏雄风特级浓香型安溪铁观音茶叶乌龙茶礼盒装500g,王氏雄风旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=619081866664&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/3408785270/O1CN01lpw9GH1onhs6ARPYk_!!0-item_pic.jpg,¥228.00,4645人付款,碧螺春2020新茶特级浓香型明前特级苏州绿茶散装茶叶嫩芽500g,茶小新旗舰店,江苏 苏州
//detail.tmall.com/item.htm?id=556772183225&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/3249953402/O1CN01cQIzMe1b0A11MER3G_!!0-item_pic.jpg,¥56.90,25万+人付款,修正红豆薏米芡实茶饮赤小豆薏仁茶苦荞大麦茶叶花茶组合官方正品,修正韵芝专卖店,浙江 杭州
//detail.tmall.com/item.htm?id=520888090529&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2453421159/O1CN01xNwzn41KQreQvz28p_!!0-item_pic.jpg,¥289.00,1139人付款,金骏眉茶叶红茶特级正宗浓香型武夷桐木关金俊眉小包装礼盒250g,金红眉旗舰店,福建 厦门
//item.taobao.com/item.htm?id=619079169689&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/1620771819/O1CN01hs4ESN1PJ92zV6EJY_!!1620771819.jpg,¥268.00,1990人付款,西湖龙井2020新茶正宗杭州明前特级A 狮峰绿茶散装龙井茶叶250g,艺品绿茶,浙江 杭州
//detail.tmall.com/item.htm?id=528470954192&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/747588898/O1CN01MGJ91j2FbKnoMo2TZ_!!0-item_pic.jpg,¥78.00,6500+人付款,大红袍特级正宗2020新茶500g武夷岩茶浓香型茶叶肉桂桶装散装广蕴,广蕴旗舰店,福建 泉州
https://click.simba.taobao.com/cc_im?p=%B2%E8%D2%B6&s=2088531016&k=577&e=ik7SfFb0t0jHXQk7uhDqkV1XOU%2BTzXoUAVbiiVooNIr1cLwbgpPo9%2BHWAHZPgCpz7MSA40mgNoIMAtqvBlS2feHwKyie1tm7TOBWaw3KaMbifhGNe%2BZO3e0ly0GRb8j%2FTkYrwcJ1wobEGm37Fnp3ItAoc4MkwXHGuUsqZ2DqhDobJs8EhOb9%2FNN13DXLyhmUL92og%2Fuklxe9sNBdMoY%2Bkhw4mjLbaO%2FOxeNdqxFJ2XVrjcJycwn5NqOYdGu%2F7eabx0sap%2FsQ3YSoYZjeB2pwcQ8bco6FRsb6sw5YDHu%2B1UPt289ke0x2O4BSR%2B0OLkuTM4LA2hrADedJxQEEkKtauo3fkBXYvHJw7TKd05oVR8EQQNrJHOMXwpCR2iQiRwsFVYFJ3skbkZNSTh4vYRBZIBj%2BI%2F3rYJ5lcSLSjZ3KqUm%2BI8%2BWAuKG96QoPzCGSBh%2BRbXFJDsEjRXd52WTb78L2IOyTqqfLgEZyms1ob63wDx%2FdCrKbhQOU4n3imK5qXm%2FgYHJjuf%2BD8FOKkFQ68M1p3CntL11H%2FRGA1DxLw9E0L19Kv7XyjIo6LPfDtU%2FSDq4,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/13373439/O1CN01fKQDHT1bH6gQf6uMM_!!0-saturn_solar.jpg,¥158.00,104人付款,天福茗茶 特级安溪铁观音 2020春茶 乌龙茶叶礼盒装 铁观音茶礼,天福茗茶,福建 厦门
https://click.simba.taobao.com/cc_im?p=%B2%E8%D2%B6&s=2088531016&k=545&e=TzNwp6zTP6THXQk7uhDqkV1XOU%2BTzXoUAVbiiVooNIr1cLwbgpPo9%2BHWAHZPgCpz7MSA40mgNoK4knGnm%2FS%2Bm8Sb3muWS%2FflTOBWaw3KaMbifhGNe%2BZO3e0ly0GRb8j%2FTkYrwcJ1wobEGm37Fnp3ItAoc4MkwXHGuUsqZ2DqhDobJs8EhOb9%2FNN13DXLyhmUL92og%2Fuklxe9sNBdMoY%2Bkhw4mjLbaO%2FOxeNdqxFJ2XVrjcJycwn5NqOYdGu%2F7eabx0sap%2FsQ3YSoYZjeB2pwcQ8bco6FRsb6sw5YDHu%2B1UPt289ke0x2OyKv47tlDON2u5Wxv3A4m0XAWOG9GZQ7EdXX2yS%2B3bTgUSdeQOfL5uO0OtqGkTD6twQI3vQBca3itWVR7WoqZQ9C2sE3uT2EENxPXKEYtYt0hFaWfFwdLr66Fqy6Tg%2Ffqq4EQCU3raDzTu42WilcAbb0Fby5cMG7esdLGqf7EN2EjITefIWVvWmYFaGcl8QqaO3StvDQ9fg5O41P8A3Q9QJifw8%2Bx%2Fn768mz%2FO62NuZn#detail,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/53642303/O1CN012xpMMD1SsokXmNYUL_!!0-saturn_solar.jpg,¥98.00,10人付款,四大名茶组合铁观音茶叶肉桂金俊眉正山小种红茶组合简装茶叶,泉新茶业合作社,福建 泉州
https://click.simba.taobao.com/cc_im?p=%B2%E8%D2%B6&s=2088531016&k=545&e=9XhmTVaQJi7HXQk7uhDqkV1XOU%2BTzXoUAVbiiVooNIr1cLwbgpPo9%2BHWAHZPgCpz1s2qjV6JNQDp7b2g2GWOb98oP91kJX00TOBWaw3KaMbifhGNe%2BZO3e0ly0GRb8j%2FTkYrwcJ1wobEGm37Fnp3ItAoc4MkwXHGuUsqZ2DqhDobJs8EhOb9%2FNN13DXLyhmUL92og%2Fuklxe9sNBdMoY%2Bkhw4mjLbaO%2FOxeNdqxFJ2XVrjcJycwn5NqOYdGu%2F7eabx0sap%2FsQ3YRCVkiTMn34KyJEn8uqzaeELAO07nofEWYZYI%2FABzEiMppERjne6WAKPlDtKYiYBzoGn3GJ4o66zo%2BzuBFW9tL9X7bnF1rEme8H2olpPm2dSUS0YlZv0%2FAW2Mu49izotBR%2B5veFyyriWVIzITxImAWcQjulr%2Bp96QjezEho%2F84lidQCXfswwlXjmkRGOd7pYAqZDRYhVYKzPr96HpkgM7SthuLWQ3MTeSTPHYZoG4F21uBKML84OwQj87kRB852NVqalLgJXDMVKWQxImK6JFPX#detail,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i3/58855988/O1CN014UrG3t1u6YAtuognB_!!0-saturn_solar.jpg,¥385.00,51人付款,闻说|日式志野烧纯手绘茶叶罐 景德镇手工陶瓷 火烧云创意储茶仓,茗文茶器,福建 厦门
//detail.tmall.com/item.htm?id=622785005708&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/1620815992/O1CN01zNe8RD1u8NpvUQviP_!!0-item_pic.jpg,¥98.00,532人付款,正山小种红茶茶叶礼盒装2020新茶旗舰店官方浓香型罐装送长辈200g,溪云山旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=615553723249&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2206402060644/O1CN012eMNlY1Gczfz409NU_!!0-item_pic.jpg,¥188.00,600人付款,2020红魁金骏眉红茶茶叶全黄芽武夷山特级新茶高山散装蜜香型250g,淘春秋旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=591640375145&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2788570358/O1CN01JRMST91EW0P0uovbg_!!0-item_pic.jpg,¥218.00,3278人付款,信阳毛尖茶2020新茶明前特级嫩芽茶叶散装绿茶浓香型春茶125g*2罐,粒粒香茶叶旗舰店,河南 信阳
//item.taobao.com/item.htm?id=622589717549&ns=1&abbucket=12#detail,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/733276581/O1CN01Uw2wou1yU97IDLmXn_!!733276581.jpg,¥99.00,426人付款,2020新茶大红袍茶叶武夷山岩茶肉桂散装乌龙茶浓香型王氏雄风,王氏雄风茶业,福建 泉州
//detail.tmall.com/item.htm?id=618628942115&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/3295665297/O1CN01Y5Thxm1p04Zc1ZPgi_!!0-item_pic.jpg,¥268.00,175人付款,朝颜鸭屎香凤凰单枞茶乌龙茶潮州特级乌岽单丛茶叶礼盒装500g,朝颜旗舰店,广东 广州
//detail.tmall.com/item.htm?id=598793671826&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2204175841439/O1CN01LJz0k01MV6X9JslRB_!!0-item_pic.jpg,¥158.00,229人付款,柏闽 安溪茶叶铁观音2020新茶特级铁观音乌龙茶清香型礼盒装500g,柏闽茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=567121454733&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2452562325/O1CN01dQBRFa1T2tS20ATKP_!!0-item_pic.jpg,¥580.00,1580人付款,2020新茶春茶特级安溪铁观音茶叶浓香型乌龙茶手工茶礼盒装500克,闽丹茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=615009123383&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3448956079/O1CN01EXIAiQ1umEHAREsJA_!!0-item_pic.jpg,¥228.00,4218人付款,佰儒 特级正山小种 红茶 正宗野茶浓香型 茶叶 蜜香 散装送礼500g,佰儒旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=610897599665&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2206219137491/O1CN01S1LIUr25CvXVElZFo_!!0-item_pic.jpg,¥220.00,1513人付款,2020新茶金骏眉红茶礼盒装500g特级正宗金俊眉茶叶罐装,尊和轩旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=622720421864&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/3448956079/O1CN01jf6tj41umEIKISMPR_!!0-item_pic.jpg,¥328.00,897人付款,佰儒 特级新茶 西湖生产区龙井茶叶 明前绿茶 春茶豆香 散装500g,佰儒旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=43930378842&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/2345675018/O1CN01OyIBlv1mwI48Uccbo_!!0-item_pic.jpg,¥128.00,5000+人付款,2020春茶铁观音浓香型茶叶新茶500g 安溪特级铁观音浓香型礼盒装,万荣鑫旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=599316352461&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2206219137491/O1CN01T775Up25CvXcrcHJB_!!0-item_pic.jpg,¥168.00,1375人付款,2020新春茶安溪铁观音茶叶特级浓香型兰花香礼盒装500g,尊和轩旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=580893274406&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2345675018/O1CN01Dqt2rc1mwI4CEjYQU_!!0-item_pic.jpg,¥268.00,865人付款,【2020春茶】新茶金骏眉红茶礼盒装500g特级正宗金俊眉茶叶罐装,万荣鑫旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=38317725866&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1730425717/O1CN011s6QmfmspDkFZkW_!!0-item_pic.jpg,¥210.00,1148人付款,金骏眉茶叶 头春红茶武夷山桐木关黄芽俊眉散罐礼盒装250g宾之香,宾之香旗舰店,福建 厦门
//item.taobao.com/item.htm?id=623164235037&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/660963427/O1CN01LFK8hJ1bBbvckB4t2_!!660963427.jpg,¥888.00,155人付款,7饼整提购2499g 高质量普洱茶老班章古树蜜韵生茶云南七子饼茶叶,圆阁茶苑,福建 泉州
//detail.tmall.com/item.htm?id=559514697747&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1730425717/O1CN011s6QmeuJN7ptGpm_!!0-item_pic.jpg,¥260.00,1091人付款,宾之香 武夷山正岩茶大红袍罐装乌龙茶散装马肉桂码头岩茶叶400克,宾之香旗舰店,福建 厦门
//detail.tmall.com/item.htm?id=566742960793&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1755475963/O1CN014Sp0W31tv6Je3tkFD_!!0-item_pic.jpg,¥68.00,5500+人付款,真尚一饮【买1送1】黑乌龙茶油切茶叶木炭技法乌龙茶礼盒装共500g,真尚一饮茶叶旗舰店,福建 泉州
//item.taobao.com/item.htm?id=588652161953&ns=1&abbucket=12#detail,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/660963427/O1CN01J8MMSs1bBbvQVYfz8_!!660963427.jpg,¥698.00,158人付款,7片整提购2499g高质量茶叶普洱茶熟茶饼茶云南七子饼茶醇普洱熟茶,圆阁茶苑,福建 泉州
//detail.tmall.com/item.htm?id=566864081786&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/1755475963/O1CN01km7QXP1tv6LwSzeFK_!!0-item_pic.jpg,¥95.00,9500+人付款,2020新茶正宗新会小青柑普洱茶陈皮熟茶柑普橘普茶叶500g罐装送礼,真尚一饮茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=567010476019&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/3483491202/O1CN0153eocH1KkYgE4ZsEe_!!0-item_pic.jpg,¥128.00,3506人付款,丽皇香金骏眉红茶武夷山正宗浓香型礼盒金俊眉茶叶散装木桶装500g,丽皇香旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=560346568892&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/404984946/O1CN016u5BhJ1mPJYSY0zZh_!!0-item_pic.jpg,¥175.00,606人付款,武夷星肉桂500g武夷山肉桂武夷岩茶果香肉桂乌龙茶茶叶大红袍散装,武夷星旗舰店,福建 南平
//detail.tmall.com/item.htm?id=606147253477&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2452562325/O1CN01Oppbiv1T2tRwy8SVm_!!0-item_pic.jpg,¥580.00,793人付款,闽丹2020新茶正宗杭州西湖龙井茶叶特级明前雨前绿茶礼盒装300克,闽丹茶叶旗舰店,浙江 杭州
//detail.tmall.com/item.htm?id=564062130296&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3483491202/O1CN016kc5Ec1KkYgE4X7bT_!!0-item_pic.jpg,¥108.00,4412人付款,丽皇香糯米香普洱茶小沱茶熟茶浓香迷你小金沱茶叶木桶装礼盒750g,丽皇香旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=587463914700&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/3295665297/O1CN01uBygpd1p04XUCEAWN_!!0-item_pic.jpg,¥198.00,2106人付款,朝颜茶化石碎银子普洱茶冰岛古树茶特级糯米香茶叶熟普洱熟茶黑茶,朝颜旗舰店,广东 广州
//item.taobao.com/item.htm?id=600997768468&ns=1&abbucket=12#detail,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/640040535/O1CN01D9aUuO1Fp4RlJoarF_!!640040535.jpg,¥699.00,216人付款,御贞福鼎白茶2002年老白茶叶寿眉白牡丹白毫银针散礼盒装枣香500g,馨胜茗茶,福建 厦门
//detail.tmall.com/item.htm?id=582735746943&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3482671212/O1CN01tvtLkl1Kp8cVFDUnP_!!0-item_pic.jpg,¥99.00,3801人付款,茶叶铁观音2020新茶春茶兰花香铁观音特级浓香型茶叶礼盒装500g,御叶林旗舰店,福建 泉州
//item.taobao.com/item.htm?id=618950493916&ns=1&abbucket=12#detail,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/1620771819/O1CN01SWejAZ1PJ93JjsoGv_!!1620771819.jpg,¥468.00,701人付款,龙井茶2020年新茶西湖绿茶明前茶叶特级浓香杭州狮峰龙井500g散装,艺品绿茶,浙江 杭州
//detail.tmall.com/item.htm?id=606380781344&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2176070676/O1CN01PdAZyD1GreLRJHwqh_!!0-item_pic.jpg,¥29.90,3.0万+人付款,菊花茶金丝皇菊菊花黄菊一朵一杯花茶大特级胎菊贡菊去火降火茶叶,哥品旗舰店,安徽 合肥
//detail.tmall.com/item.htm?id=611166346399&ns=1&abbucket=12,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/330939047/O1CN01FuGh4s2GhZolOsRoo_!!330939047-0-pixelsss.jpg,¥349.00,1052人付款,20年新茶特级安溪铁观音茶叶乌龙茶清香型兰花香500g礼盒一叶香飘,一叶香飘旗舰店,福建 厦门
//item.taobao.com/item.htm?id=598387073901&ns=1&abbucket=12#detail,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/640040535/O1CN01VzW2MT1Fp4VNrNVRs_!!640040535.jpg,¥369.00,546人付款,御贞福鼎白茶2003年老白茶叶寿眉白牡丹白毫银针散礼盒装荒野500g,馨胜茗茶,福建 厦门
//detail.tmall.com/item.htm?id=597425961143&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/2201755391163/O1CN01mJLpNf1KShE42IV79_!!0-item_pic.jpg,¥168.00,810人付款,安溪铁观音茶叶2020新茶特级浓香型兰花香乌龙茶小包装礼盒装500g,枫魁旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=620803651237&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2201987502344/O1CN01z0R8Tq1TBazGaFMvh_!!0-item_pic.jpg,¥248.00,2328人付款,正宗安吉白茶2020年新茶明前特级珍稀白茶茶叶礼盒装绿茶250g散装,叶睿旗舰店,浙江 湖州
//item.taobao.com/item.htm?id=618011397441&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2761095963/O1CN0125O3hz1tv6LjnGpWm_!!2761095963-0-pixelsss.jpg,¥206.00,1598人付款,黄金芽茶叶2020新茶黄金叶明前特级安吉白茶散装绿茶250g礼盒罐装,福来堂茶业精品店,浙江 湖州
//detail.tmall.com/item.htm?id=610747290403&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2775927506/O1CN01IsDL3R25JnSGwhKyo_!!0-item_pic.jpg,¥328.00,954人付款,茶叶礼盒装金骏眉红茶特级正山小种高档中秋礼品送礼长辈500g罐茶,御禧堂茶叶旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=604428722435&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2362536288/O1CN01r1BCqf1wJx2BM1UEf_!!0-item_pic.jpg,¥99.00,2073人付款,2020新茶安溪铁观音茶叶特级浓香型散装小包装礼盒装500g春茶,华源旗舰店,福建 泉州
//detail.tmall.com/item.htm?id=603387427484&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2001236084/O1CNA15jDdtY100e50c9d8340b08547b000r_!!1-0-picassodesign.jpg,¥108.00,1.0万+人付款,2020新茶祁雅雀舌绿茶嫩芽茶叶毛尖春茶特级明前浓香竹叶散装250g,祁雅茶叶旗舰店,安徽 黄山
//item.taobao.com/item.htm?id=604363922473&ns=1&abbucket=12#detail,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2204180130237/O1CN01vCWQwD1DcaSllNT1X_!!2204180130237.jpg,¥138.00,1949人付款,滇红茶特级古树红茶云南滇红大金针凤庆金丝金芽晒红蜜香茶叶罐装,桐栖叶语,云南 昆明
//detail.tmall.com/item.htm?id=598450354011&ns=1&abbucket=12,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2203073252555/O1CN01eKCVVG1UkEYuUoyrr_!!0-item_pic.jpg,¥398.00,1217人付款,冰岛普洱茶 2017年正品茶叶云南七子饼茶357g 百年古树生普洱茶,汇馥园旗舰店,广东 广州
//detail.tmall.com/item.htm?id=563252383371&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2337415262/O1CN01xt28IL1ok2hzvf0Qh_!!0-item_pic.jpg,¥198.00,2094人付款,7片/整提2499g老班章普洱茶熟茶饼 特级古树纯料茶叶云南七子饼茶,大滇印象茶叶专营店,云南 昆明
//detail.tmall.com/item.htm?id=13395562546&ns=1&abbucket=12,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/735261224/O1CN01BXAO6g1KudOc30kua_!!0-item_pic.jpg,¥99.00,1.0万+人付款,乐品乐茶碧螺春绿茶2020新茶特级茶叶散装明前苏州特产春茶125g*2,乐品乐茶旗舰店,安徽 芜湖
